num_visits,location,total_minutes_on_demo,user_age,demo_source,data_rows_input,operating_system,users_in_network,outreach_emails_sent,support_tickets_filed,converted
6,Denver,149.8557642,44,referral,7926,OSX,28,7,4,True
8,Memphis,124.06381859,44,referral,8795,Windows,23,5,1,False
6,Phoenix,178.609316974,31,referral,11244,Windows,29,8,1,False
5,Denver,122.202801483,50,conference,9191,Other,19,5,0,False
6,Phoenix,125.271799247,46,conference,9477,Windows,19,7,0,False
8,San Diego,124.970909773,41,referral,8300,OSX,22,7,1,False
8,New York,91.3318322733,45,website,14118,Windows,26,7,3,True
7,New York,152.957683259,50,referral,10340,Windows,16,4,0,False
10,Phoenix,127.227887733,49,website,10663,Windows,19,7,0,False
8,Memphis,141.426743237,45,conference,8458,OSX,18,6,0,False
6,Columbus,148.810539751,43,conference,9699,Other,22,6,0,False
7,Las Vegas,91.5395084746,47,email,6737,Windows,21,5,2,False
9,Freehold,114.317790653,40,referral,7955,Windows,25,6,0,False
7,San Diego,149.742593931,43,email,12426,Windows,22,7,0,False
6,Columbus,182.020245816,41,conference,4652,OSX,17,5,0,False
6,Freehold,205.587562082,48,conference,7946,OSX,17,6,0,False
5,Chicago,188.161552899,53,email,6855,OSX,12,6,0,False
8,Columbus,181.367609753,53,conference,14944,OSX,26,6,3,False
5,New York,176.575882979,48,website,12800,Windows,11,8,0,False
5,Freehold,157.266885026,50,email,7637,Other,17,6,0,False
7,Memphis,163.107248865,36,referral,11741,Other,31,7,1,False
6,Chicago,108.183331327,45,conference,7207,Windows,16,6,1,False
7,Boston,120.271606345,43,referral,9954,Windows,30,6,4,True
7,San Diego,140.660497393,50,website,10257,Windows,21,5,2,True
7,Chicago,143.096741035,49,email,10980,Windows,5,6,0,True
6,Memphis,162.789946721,52,email,8698,Windows,16,7,0,False
7,Atlanta,115.630257226,49,website,10112,Windows,21,6,3,True
6,Columbus,122.90278085,45,conference,7696,Windows,19,7,1,False
10,Chicago,103.299098562,40,referral,9682,Windows,36,5,4,False
11,Las Vegas,249.369954823,56,conference,6497,OSX,24,6,0,True
5,Denver,149.279541261,47,conference,8221,OSX,11,7,0,False
8,Austin,151.897459482,47,website,8263,Other,21,6,3,True
7,Phoenix,175.801060888,44,referral,15437,OSX,22,6,1,True
7,Memphis,192.536458668,46,email,9701,OSX,14,5,0,True
8,Tulsa,177.085061846,43,website,8655,OSX,26,6,0,False
8,Los Angeles,125.228764402,28,referral,9006,OSX,37,7,4,True
11,Austin,120.549496959,35,referral,9433,OSX,35,6,3,False
8,Denver,136.063258874,49,email,11375,OSX,23,6,2,False
8,Albany,136.962268131,47,referral,9947,Windows,30,6,3,True
7,Seattle,165.790007212,40,email,11928,OSX,28,6,1,False
8,Denver,133.897955967,48,referral,10118,OSX,20,6,1,False
7,Boston,213.277576953,43,referral,10266,Other,23,6,2,True
6,Phoenix,157.95279968,39,website,12095,Windows,23,6,0,False
7,Denver,146.730794597,48,website,7432,Windows,16,6,0,False
10,Chicago,180.996628247,41,conference,13527,OSX,22,7,0,True
3,Albany,161.859284146,57,email,7426,OSX,15,6,3,False
10,New York,108.395236059,44,email,10172,Other,21,6,0,False
8,Boston,111.610595094,44,website,10568,Windows,16,7,0,False
5,Las Vegas,84.9584766288,48,email,7181,Windows,23,6,3,False
6,Austin,150.324192222,47,website,6568,Windows,13,6,1,False
7,Los Angeles,185.620224941,50,email,12349,OSX,14,6,2,True
6,Los Angeles,115.836923878,49,website,10772,Windows,26,6,2,True
9,Columbus,165.257472063,38,email,10185,OSX,21,7,0,True
6,Los Angeles,200.040033792,45,conference,16205,Windows,23,7,2,False
11,Chicago,74.4166889344,43,conference,13854,Windows,24,4,1,True
8,Los Angeles,158.440542676,35,email,13284,OSX,21,5,0,False
4,San Diego,224.507993124,49,email,5890,OSX,23,5,0,False
8,New York,128.958956735,45,email,10529,Other,16,7,2,True
8,Seattle,187.326956977,33,referral,12095,Other,22,6,2,True
9,Phoenix,130.481877492,50,email,10649,Windows,15,6,0,False
8,Tulsa,104.812426762,47,website,8083,Windows,17,7,0,False
5,Boston,171.669749727,47,conference,11923,Windows,15,6,0,True
5,Austin,139.460819402,49,conference,5768,OSX,11,7,2,False
7,New York,149.623268609,38,website,10956,Other,31,6,1,False
7,San Diego,244.127431398,49,website,6758,OSX,18,5,0,True
6,Tulsa,169.699979651,41,email,9582,Windows,22,5,0,False
9,Las Vegas,110.931239025,41,referral,9203,Windows,11,5,0,False
10,Los Angeles,98.9076886944,44,website,8740,Windows,21,5,0,False
6,Phoenix,152.367559498,40,referral,12382,OSX,26,5,0,True
6,Austin,125.622562308,55,conference,10243,Other,17,6,0,False
8,Albany,150.647829502,46,email,11651,Other,19,7,2,True
8,Chicago,123.544784825,46,referral,7253,Other,26,6,1,True
5,San Diego,95.4736630616,52,email,7671,Other,9,7,4,False
10,Tulsa,100.87076003,35,referral,6174,Windows,25,6,0,False
6,Los Angeles,178.98921198,52,email,2269,Windows,11,6,3,False
6,Chicago,115.807560954,45,conference,10768,Other,21,7,0,False
8,Phoenix,147.874594552,48,website,10153,Windows,19,7,0,False
6,San Jose,173.315169991,38,email,13280,Windows,24,5,0,False
7,Atlanta,110.869586329,50,conference,9842,Other,16,5,0,False
4,Phoenix,160.049214571,62,referral,11646,Windows,9,6,1,True
8,Kansas City,219.229844052,39,referral,10398,OSX,20,5,1,True
10,Memphis,136.276856595,33,website,10188,OSX,26,6,1,False
7,Chicago,136.723942451,46,referral,6376,Windows,39,8,1,True
10,Memphis,87.726158922,33,referral,5588,Windows,18,7,0,False
8,San Jose,184.559575122,42,website,10668,OSX,31,7,0,True
6,Freehold,107.042376495,46,conference,8455,Other,15,6,0,False
8,Boston,140.878330214,38,conference,12331,OSX,25,7,0,True
5,New York,189.901001465,51,referral,1527,Other,7,6,3,True
6,Las Vegas,195.936266627,53,website,11511,OSX,15,5,1,True
6,Austin,155.155955544,35,referral,14451,Windows,27,6,4,True
9,San Diego,141.336068272,36,referral,9875,OSX,33,6,3,False
7,Freehold,165.72995983,46,email,5885,Windows,16,6,0,False
7,Chicago,132.443018954,56,conference,12107,Other,14,7,0,True
10,Freehold,118.913211552,34,referral,9130,Windows,28,7,1,False
8,Los Angeles,181.8517492,44,website,6767,OSX,25,6,2,True
5,Kansas City,126.382182073,42,conference,9122,Windows,22,6,0,False
11,Atlanta,95.2764001821,45,website,8335,Windows,15,4,0,False
7,New York,67.7420680906,45,conference,6841,Windows,14,8,2,False
9,San Diego,110.771715859,43,website,11559,Windows,27,5,4,True
6,Las Vegas,147.499626542,47,website,7556,Windows,16,5,0,False
8,Albany,143.450281928,46,website,11229,OSX,27,5,2,False
9,Tulsa,126.687328588,48,email,15532,Windows,28,7,1,True
7,Albany,148.317877072,44,conference,5596,Windows,14,4,1,False
9,Freehold,127.399144695,36,referral,10236,OSX,32,7,2,False
9,Chicago,154.074495192,30,referral,10829,Windows,36,7,3,False
8,Austin,133.666988543,41,email,10492,Other,26,6,0,False
7,Las Vegas,191.144822087,44,website,7315,OSX,18,5,0,False
8,San Jose,181.982653587,36,referral,11064,OSX,16,8,1,True
8,Seattle,114.499473131,45,conference,11540,Windows,23,6,0,False
6,Atlanta,178.999377796,46,email,13431,OSX,21,5,0,False
5,San Diego,146.027521037,46,email,8672,OSX,18,7,0,False
7,Tulsa,170.605186499,52,conference,7007,Windows,19,8,0,False
6,Austin,92.3291916547,58,referral,9503,Windows,12,6,2,False
9,Tulsa,198.562458577,45,conference,10116,OSX,26,7,0,True
7,Seattle,163.942448809,45,email,13965,Windows,19,6,0,False
5,Memphis,160.923528307,32,website,11576,Windows,33,4,2,False
9,San Diego,160.020033268,36,website,11161,Windows,26,7,0,False
7,Columbus,122.038421572,47,conference,9472,Windows,14,6,0,True
10,Kansas City,133.868926683,29,referral,8890,OSX,33,6,1,True
7,Albany,205.182125452,47,referral,7594,OSX,18,5,0,True
10,Phoenix,104.331427432,44,email,8171,Windows,23,5,0,False
9,Atlanta,179.051193247,46,conference,8747,OSX,30,6,0,True
4,Las Vegas,215.823219127,45,referral,3363,Windows,17,6,1,False
6,Tulsa,180.878319532,37,email,13386,OSX,24,5,0,False
6,Tulsa,169.561396873,41,email,13613,Windows,21,5,0,False
10,Phoenix,97.8569536186,47,referral,8544,Other,23,3,1,False
5,Tulsa,202.550962247,47,conference,4341,OSX,17,6,1,False
9,Boston,136.092465496,40,website,10787,OSX,25,4,2,False
9,Chicago,77.8743725534,49,email,16742,Other,17,7,3,True
10,Boston,212.264637039,44,website,10012,OSX,31,7,0,True
8,Las Vegas,150.737224696,39,email,11470,Windows,18,6,0,False
9,Albany,97.0064556979,48,email,9672,Windows,22,6,0,False
8,Los Angeles,125.522906987,44,referral,9980,Other,30,7,1,False
6,Albany,122.650503571,47,referral,12944,Other,24,7,5,True
6,Phoenix,95.2132206381,52,conference,10364,Other,14,5,0,False
8,San Diego,186.573032303,47,email,9774,Windows,22,5,0,False
10,Atlanta,132.685423163,50,website,10185,OSX,14,6,0,False
8,Phoenix,150.904043567,42,referral,12009,OSX,23,5,1,True
9,Las Vegas,128.419452712,41,email,9730,Windows,27,7,2,True
6,Albany,186.437859283,49,referral,7143,Windows,17,7,0,False
9,Seattle,140.688912813,35,email,10878,Windows,28,6,1,False
6,Kansas City,103.533786703,46,website,8854,Windows,16,5,1,False
8,Atlanta,145.043337741,50,conference,9827,Windows,14,6,0,True
6,Denver,169.5623937,37,referral,9587,Windows,27,6,1,True
6,Seattle,194.647143902,46,email,14688,OSX,18,6,1,False
7,Boston,135.898745113,32,referral,12632,Other,21,7,1,True
11,Las Vegas,96.7984672857,45,email,13203,Other,21,6,3,True
11,Atlanta,91.9631653951,40,email,7396,Windows,24,6,0,False
4,Memphis,128.751164763,43,conference,10445,Windows,28,7,0,True
11,Freehold,246.473289989,42,website,11333,OSX,22,7,1,True
9,Memphis,130.09768702,36,website,9690,Windows,25,6,0,True
6,Freehold,122.818883902,45,email,7606,Windows,13,6,1,False
12,Albany,102.404016102,42,referral,6528,OSX,19,7,0,False
7,San Diego,204.952014069,49,referral,7668,Other,23,6,3,True
8,Atlanta,191.458597277,39,referral,10575,OSX,23,5,1,True
11,San Jose,122.875264513,41,website,10679,OSX,40,6,5,False
8,Freehold,143.229235689,47,email,13895,Other,21,6,4,False
9,Seattle,198.360021392,40,email,10889,Other,23,7,1,True
9,Los Angeles,219.61436712,43,website,10407,Other,23,7,1,True
6,New York,168.665889416,51,conference,10296,OSX,18,7,0,False
6,Boston,174.007340365,46,email,8532,Windows,25,5,0,False
7,New York,150.37146709,44,email,12022,Windows,25,8,0,False
8,Kansas City,186.985706928,37,referral,10815,Windows,26,7,1,True
6,Columbus,170.100672898,45,email,12808,Windows,16,5,0,False
5,Tulsa,153.707753629,56,email,4917,OSX,7,5,4,False
7,Albany,156.162775589,50,website,11757,Other,21,6,1,True
5,Los Angeles,171.884874912,41,conference,6673,Windows,19,6,0,False
8,Columbus,125.55467422,35,website,12047,OSX,26,6,0,True
8,Phoenix,121.331797223,48,email,13470,Windows,23,5,3,True
11,Freehold,81.4112779428,46,referral,7157,OSX,34,5,1,False
5,Phoenix,126.462501725,49,conference,8517,OSX,10,7,0,False
7,Memphis,123.146652792,41,website,8252,Windows,32,7,4,True
8,Boston,111.550399953,47,referral,8385,Windows,30,7,3,True
5,Atlanta,140.359059794,53,referral,8353,Windows,25,7,3,True
8,Boston,147.332765409,47,website,11771,OSX,31,7,2,False
9,Memphis,134.896533755,47,email,11078,Windows,19,5,0,False
8,Tulsa,151.797660683,38,email,12160,Windows,26,7,0,False
3,New York,157.775502001,47,conference,5519,OSX,16,6,4,False
6,Boston,106.13124407,56,conference,5666,OSX,13,7,4,False
8,Chicago,144.961659385,52,website,10724,Other,15,7,0,False
7,Los Angeles,159.809570036,36,referral,15472,OSX,20,7,2,True
11,Tulsa,112.80931108,37,website,8815,OSX,29,7,1,False
8,Kansas City,148.535854809,44,conference,12712,OSX,21,7,0,True
6,Tulsa,149.778439181,53,website,11746,Windows,15,8,2,True
5,Phoenix,169.491841517,42,website,12371,Windows,18,7,0,False
9,Las Vegas,119.372337913,40,website,9127,Windows,16,5,0,False
7,Phoenix,136.774668235,48,conference,7469,Other,16,6,0,False
7,Los Angeles,148.438480668,43,email,8916,Windows,13,8,0,False
10,Seattle,108.240591643,45,website,9409,Windows,24,5,0,False
9,Tulsa,224.90255084,40,referral,9883,OSX,30,7,1,True
11,Kansas City,94.0237966614,45,referral,6718,Other,18,7,0,False
8,Tulsa,205.963509435,45,referral,7366,OSX,21,6,0,True
5,Seattle,107.491914544,44,conference,5923,Other,15,5,5,False
5,Tulsa,160.746511573,43,conference,6521,OSX,22,8,0,False
4,Tulsa,123.79699213,50,conference,4942,OSX,14,6,5,False
9,Atlanta,120.354129291,37,referral,8038,Windows,18,6,0,False
10,Los Angeles,122.815612659,37,website,10290,Other,28,7,2,False
6,Columbus,165.160985752,49,conference,8855,OSX,17,5,0,False
6,San Jose,158.216398432,52,email,6190,Windows,17,6,2,False
7,Chicago,189.033967635,39,referral,9054,OSX,17,5,0,True
4,Austin,122.384199007,50,email,7843,Windows,19,7,3,False
7,Austin,71.0313407932,41,conference,14331,Windows,20,6,0,False
8,Memphis,111.914683507,49,referral,6400,Windows,14,8,0,False
6,New York,152.850294111,45,email,14574,OSX,28,5,1,True
6,Chicago,156.081386012,52,conference,5886,OSX,13,5,1,False
6,Seattle,140.158780765,41,conference,12949,Other,23,5,0,False
5,San Diego,179.069058653,56,conference,14604,Windows,6,7,0,False
8,New York,141.899474614,43,referral,9455,Other,24,7,1,False
10,Kansas City,109.57010714,46,referral,5778,Windows,37,7,3,True
6,Freehold,133.486025761,38,website,13942,Windows,27,6,1,True
9,Freehold,122.194077051,48,website,11023,Windows,19,5,0,False
10,Los Angeles,111.960349174,45,email,9245,Windows,18,8,0,False
4,Seattle,83.1829172262,51,conference,7631,OSX,18,6,4,False
8,New York,203.874048072,46,conference,10351,Windows,23,8,0,False
6,Phoenix,210.398115148,48,website,6128,Windows,18,7,0,False
10,Columbus,240.949508832,50,conference,5609,OSX,27,6,0,True
7,Los Angeles,156.370805341,38,website,11242,OSX,35,6,4,False
8,Albany,166.25353977,40,referral,11843,OSX,25,5,1,True
7,Los Angeles,146.111800563,38,website,9287,Windows,22,6,0,False
11,Austin,119.964377192,40,website,8203,OSX,23,6,0,False
5,Las Vegas,167.168446833,50,conference,8521,OSX,16,5,0,False
8,Freehold,153.93449733,43,conference,12677,Windows,26,6,1,False
7,Los Angeles,145.205634349,46,website,9645,Windows,17,5,0,False
6,Albany,161.68095409,50,referral,9444,OSX,19,5,2,False
10,Columbus,93.3109025438,43,conference,14601,Windows,24,6,1,True
6,Albany,156.071718915,51,referral,7376,Windows,34,6,3,True
6,Seattle,184.226567783,50,conference,14846,OSX,18,6,1,False
8,Tulsa,192.706608998,35,referral,7638,Windows,21,6,0,True
6,Boston,124.557482922,44,email,8392,Windows,24,6,0,False
6,Seattle,173.521742113,45,referral,9406,OSX,18,6,0,True
5,Los Angeles,135.586012877,37,referral,11686,OSX,24,6,1,True
8,Denver,158.454260781,45,website,8417,Other,25,6,3,True
8,Albany,136.204810228,48,website,8304,Windows,25,6,2,True
6,Kansas City,157.960085724,44,conference,6540,Windows,18,5,0,False
8,Tulsa,196.624251973,45,website,10211,OSX,20,6,0,True
7,Tulsa,119.156453245,45,conference,9022,Windows,20,5,0,False
6,Albany,117.086040839,55,website,7169,Windows,8,6,1,False
5,Kansas City,258.246239548,48,email,6050,Other,23,7,0,False
8,Seattle,144.64464385,48,website,11605,OSX,27,6,1,False
8,Las Vegas,150.393356544,49,referral,6805,Windows,10,7,0,False
7,Phoenix,165.40084937,44,website,10779,Windows,17,5,0,False
5,Columbus,205.560693987,47,email,7257,Other,20,8,0,False
5,Kansas City,193.711558002,43,email,14399,Windows,20,4,1,False
8,Columbus,159.882954772,42,email,14229,OSX,29,6,1,True
10,Atlanta,124.85845801,49,email,10371,Windows,20,5,0,False
8,Kansas City,160.101258859,34,referral,12545,Other,20,5,1,True
5,Las Vegas,156.500789721,50,email,4478,Other,14,5,3,False
8,Las Vegas,108.646979282,44,email,14607,Windows,26,4,4,True
10,Boston,134.076441324,41,website,8918,Other,26,9,1,False
6,Tulsa,157.407932071,47,website,10245,Windows,14,5,0,False
9,Los Angeles,137.658546586,49,referral,8843,Windows,34,7,1,True
6,Columbus,201.621410336,43,referral,13115,OSX,18,6,3,True
7,Tulsa,177.077829096,42,conference,7168,Windows,23,6,0,False
7,Chicago,110.466018591,44,website,9300,Windows,38,7,1,True
7,Freehold,186.533890308,42,website,10193,Windows,25,8,1,True
6,Freehold,118.406394814,48,email,5817,Windows,12,6,2,False
10,Los Angeles,209.001783795,41,website,11235,OSX,20,6,1,True
8,Chicago,133.391622288,40,conference,11863,OSX,30,5,0,True
8,Seattle,109.957167499,39,referral,7098,Windows,23,7,0,False
8,Chicago,147.217910342,53,conference,10467,Other,17,7,0,False
7,Denver,181.66709543,55,conference,6740,OSX,9,6,0,False
7,Albany,146.18074924,51,website,11179,Other,15,6,0,False
5,Seattle,125.898352258,45,conference,9244,Other,22,6,1,False
5,Las Vegas,187.018715943,42,conference,4764,Other,20,6,1,False
7,Tulsa,152.411882245,40,conference,10699,Windows,17,6,0,False
5,New York,182.84443885,54,referral,7031,Windows,24,7,1,True
8,Tulsa,141.254092848,56,email,11089,Other,11,6,0,False
6,Columbus,109.397471971,49,conference,7075,OSX,14,6,1,False
5,Columbus,204.711174624,53,email,3809,OSX,12,6,1,False
6,Denver,124.905806449,47,conference,10021,OSX,29,6,0,True
6,Boston,156.367347054,49,conference,12320,OSX,16,7,0,False
7,Albany,95.2522087173,42,website,7470,Windows,19,6,1,False
7,Freehold,137.06600421,36,referral,10109,Windows,27,5,1,False
8,Albany,192.871577561,49,website,9484,Windows,21,5,1,True
4,Kansas City,165.385884942,49,email,12909,Windows,13,7,0,False
5,Boston,160.373018442,41,referral,7568,OSX,17,5,0,True
5,Atlanta,192.561834056,49,conference,7658,Other,25,6,0,False
5,Los Angeles,158.204813111,48,conference,6700,Windows,16,6,2,False
10,Kansas City,217.410221976,47,email,8530,OSX,27,7,0,True
8,Denver,175.460739473,56,email,13865,OSX,19,5,2,False
5,Seattle,181.390603812,51,email,3526,OSX,10,6,3,False
10,New York,108.082517366,40,referral,6993,Windows,28,6,0,False
10,Seattle,214.003143022,41,referral,11582,OSX,25,7,1,True
9,Kansas City,127.899268378,54,referral,9782,Other,16,6,0,False
7,Columbus,162.284610284,40,website,8461,Other,24,5,0,True
7,Albany,170.919946909,48,website,11767,OSX,27,6,2,False
9,Phoenix,237.785040523,48,website,12320,OSX,21,7,2,True
4,Chicago,157.230286484,48,conference,4775,OSX,16,6,3,False
5,Columbus,233.436712659,52,website,3958,Windows,17,7,0,False
7,Seattle,151.259255413,42,website,10513,Windows,13,5,0,False
7,Phoenix,144.849397996,38,referral,8992,Other,27,7,1,False
7,Seattle,129.256622381,49,email,7450,Windows,14,6,0,False
5,Kansas City,158.167607113,46,conference,8189,OSX,15,5,0,False
10,Phoenix,116.081379677,44,referral,9217,Windows,24,6,1,False
7,Las Vegas,82.8234964925,43,conference,11677,Windows,19,5,0,False
8,Austin,134.487327549,54,website,11880,Windows,22,8,1,True
8,Phoenix,159.856913395,50,referral,9285,Other,18,7,3,True
7,Boston,121.268332156,44,website,7094,Windows,19,7,0,False
7,Tulsa,150.233355967,36,referral,9405,Windows,24,7,0,True
7,San Diego,125.101454674,51,email,7062,Windows,14,7,0,False
8,Chicago,128.840150991,47,website,9893,Other,16,5,0,False
8,Las Vegas,153.049586994,50,website,14717,OSX,19,7,2,True
6,San Jose,126.250365588,45,referral,8183,Windows,24,7,0,False
6,Boston,96.3007434334,48,conference,8341,Windows,19,6,1,False
6,Chicago,154.924592419,40,referral,10971,Other,21,5,0,True
9,Columbus,130.489734001,45,email,11560,Windows,22,5,4,True
5,Phoenix,156.303693472,41,conference,8346,Windows,24,6,0,False
7,Seattle,147.850676797,52,email,11506,OSX,8,5,3,True
10,Los Angeles,115.812357933,42,website,8111,Windows,25,7,0,False
6,Columbus,186.590051965,40,referral,11423,Windows,18,8,2,True
7,Chicago,149.105493947,35,website,9831,Windows,29,6,1,False
5,Chicago,213.797942626,50,conference,5974,OSX,16,6,0,False
10,New York,140.498872886,34,website,10980,Other,29,7,0,False
7,Albany,125.720766533,50,conference,9912,Windows,3,6,0,False
8,Las Vegas,142.82474284,47,referral,11671,Windows,28,6,3,True
5,San Jose,184.94886994,47,email,9282,Windows,19,6,1,True
7,Memphis,128.184185928,43,email,8279,Windows,16,5,0,False
6,Freehold,83.5813443321,52,conference,8224,Windows,11,8,2,False
10,Austin,169.330456227,42,email,12421,OSX,30,5,0,True
12,Los Angeles,65.7874590772,37,conference,16398,Windows,32,6,4,True
8,Las Vegas,133.159643281,39,website,8579,Windows,17,7,0,False
6,Austin,113.937064639,49,email,9869,Windows,16,6,0,False
6,Boston,194.79923469,46,referral,8127,OSX,23,6,1,True
5,New York,148.070359634,54,email,7434,OSX,10,8,1,False
7,Las Vegas,125.945457395,47,referral,8501,Windows,38,6,2,True
6,Austin,174.219873053,42,referral,8851,Other,18,6,0,True
10,Freehold,116.687626838,37,referral,9175,OSX,32,8,3,False
7,Chicago,160.665564919,55,website,14318,OSX,17,6,3,False
9,Phoenix,181.672222297,45,conference,12850,OSX,16,6,1,False
8,San Jose,122.551084492,52,website,9809,Windows,16,4,0,False
6,Memphis,131.023100458,36,website,12758,Other,20,6,0,True
10,Los Angeles,180.855305294,37,website,9203,Other,21,6,0,True
7,Boston,142.11959529,43,email,5907,Windows,17,5,1,False
6,San Jose,143.201260168,51,conference,4960,Other,15,7,2,False
8,San Diego,119.219803592,39,referral,7917,Windows,17,5,0,False
11,Columbus,86.1151178596,39,referral,6113,OSX,26,5,0,False
5,Austin,227.200785406,49,conference,7105,OSX,19,6,0,False
6,San Jose,84.1506809408,47,conference,9061,Other,8,7,1,False
8,Albany,142.333900379,54,website,13527,OSX,7,5,4,False
6,Kansas City,162.868263415,47,email,7401,Windows,20,5,0,False
7,San Diego,148.072314751,47,email,11837,OSX,21,5,1,False
7,Las Vegas,157.804846475,36,website,11595,OSX,33,7,2,False
5,New York,170.382898605,36,conference,14733,Windows,23,5,0,False
7,Albany,148.493713589,47,email,11575,Windows,15,6,0,False
7,Boston,167.929624427,39,website,12049,Windows,26,6,0,False
5,Albany,159.413395195,51,email,6242,Other,14,5,1,False
9,Freehold,112.167857283,49,conference,15212,Windows,13,6,4,True
7,Chicago,139.037370201,36,website,9697,Windows,29,7,0,False
6,New York,93.2384479423,39,email,12323,Windows,24,8,0,False
9,Boston,151.741301902,31,referral,8891,OSX,31,4,3,False
6,Kansas City,154.703988278,49,email,9854,Other,15,6,0,False
10,San Jose,193.778264257,44,conference,13869,OSX,31,5,1,True
9,Phoenix,111.294638008,43,website,9642,Windows,21,5,0,False
6,Freehold,200.154752201,43,referral,12403,Other,22,4,3,True
9,San Diego,100.994119675,40,referral,6108,Windows,17,5,0,False
8,Albany,123.883525164,52,email,12505,Windows,21,7,1,True
6,Albany,119.864326013,46,email,9572,Windows,16,6,0,False
9,Columbus,112.430745223,49,website,9469,Windows,15,7,0,False
7,Boston,146.533015801,40,website,10789,Windows,27,6,1,False
8,Chicago,117.149945522,47,website,12330,Windows,31,8,3,True
5,Tulsa,199.494248306,51,referral,4457,Windows,22,6,2,False
9,Seattle,124.832413954,32,email,10555,Windows,36,5,3,False
7,Memphis,184.181472984,23,website,12883,OSX,44,7,4,False
9,Columbus,109.334917884,46,website,10733,Windows,30,8,3,True
5,San Diego,154.388012839,50,referral,9965,Windows,21,6,4,True
7,Albany,155.806217589,48,website,9191,Windows,15,4,0,False
5,Tulsa,187.898139956,44,conference,13497,Windows,19,7,0,False
9,Las Vegas,132.990839518,52,conference,14958,Windows,13,8,2,True
8,Denver,142.04881845,42,website,6439,Windows,23,6,0,False
4,Seattle,218.589034835,49,conference,9071,OSX,17,6,0,False
5,Columbus,194.190956759,51,email,5024,Other,17,6,3,False
7,Freehold,173.475673861,44,website,4897,Windows,25,5,2,True
7,Freehold,120.218975578,35,referral,13021,OSX,30,6,0,True
8,Seattle,125.659030537,46,referral,10133,Other,21,5,0,False
8,Seattle,141.07685308,41,referral,10003,Windows,23,8,0,False
8,Los Angeles,137.161629805,36,website,10029,Windows,22,5,0,False
6,Boston,56.3151283365,48,conference,12490,Windows,15,7,1,False
6,Denver,161.736217472,48,conference,10579,Other,19,5,0,False
8,Kansas City,186.102307925,36,referral,10362,Windows,17,7,2,True
7,Memphis,190.071688395,43,referral,11298,OSX,24,5,1,True
6,Denver,134.045894482,48,email,4758,Windows,13,6,2,False
8,Tulsa,170.707303489,38,website,12961,Other,32,6,1,True
6,Memphis,175.602017539,37,email,14246,Windows,27,7,1,False
5,Seattle,208.861743508,54,referral,9026,OSX,17,6,3,False
7,Columbus,61.326293639,46,email,9227,Windows,19,6,1,False
5,Austin,129.235155224,48,website,9099,Windows,22,5,1,False
6,Atlanta,198.665823528,51,referral,6645,OSX,18,7,2,True
8,Seattle,149.635261121,47,website,11780,Other,24,7,3,False
5,Las Vegas,152.385307077,48,website,5633,Windows,15,5,3,False
6,Boston,168.193804442,47,conference,9233,OSX,12,8,0,False
6,Seattle,153.849526968,46,email,9978,Other,17,6,0,False
4,Denver,156.852110954,51,email,6452,OSX,14,6,3,False
6,Albany,176.333934511,51,website,11293,OSX,18,6,2,True
5,Columbus,177.219028175,44,email,6822,Windows,19,6,0,False
8,Las Vegas,108.946391065,38,website,8107,Windows,21,7,0,False
7,Freehold,169.073428158,48,website,11196,OSX,17,5,2,True
4,New York,188.861437204,39,conference,14276,Windows,13,6,0,False
7,Denver,166.941103948,40,website,11887,Windows,23,5,0,False
6,Freehold,130.930933621,48,conference,7570,Other,18,7,0,False
7,Seattle,161.232923722,43,conference,9879,Windows,24,5,0,False
8,Albany,139.317353616,46,email,11209,Windows,13,6,0,False
8,San Diego,132.288750449,47,website,10511,Windows,21,7,0,False
6,Atlanta,170.123726012,45,referral,12244,Other,22,5,2,False
8,Denver,191.511064777,47,conference,10040,OSX,17,5,0,True
5,Denver,99.4528421596,58,email,8275,Other,12,6,4,False
6,Chicago,114.712842465,48,conference,6821,Other,11,5,1,False
7,Tulsa,160.65628875,40,email,9714,Windows,25,4,0,False
7,Phoenix,157.926786268,47,email,11930,Windows,23,7,0,False
6,Las Vegas,158.451582959,47,conference,13885,Windows,21,5,0,False
7,San Jose,160.543913988,42,referral,10632,OSX,38,6,0,True
9,Albany,216.190034236,47,email,8375,OSX,23,5,0,True
6,New York,155.813458633,48,email,12094,OSX,24,5,0,True
8,Atlanta,193.391427948,41,email,8283,Other,20,6,0,True
6,Kansas City,127.021625862,41,conference,10398,OSX,22,7,0,False
9,San Diego,132.597421055,36,referral,8655,Other,23,6,1,False
6,Denver,120.028866309,49,conference,9364,OSX,13,6,0,False
8,Las Vegas,156.933353759,51,conference,13735,Windows,21,6,1,False
8,Columbus,142.240620791,45,referral,8835,Windows,13,7,0,False
8,Kansas City,99.7608340949,48,website,13270,Windows,22,7,3,True
9,Los Angeles,200.922139647,44,conference,7718,Other,16,6,0,True
5,Memphis,90.1811045508,46,conference,9145,OSX,13,6,1,False
9,Los Angeles,157.752155268,44,referral,8481,Windows,35,7,2,True
7,Denver,201.825566062,41,referral,10441,Other,24,6,1,True
8,Phoenix,169.468064892,36,email,2472,Windows,18,6,1,False
7,Las Vegas,88.679192678,50,conference,9277,Windows,20,7,1,False
4,Seattle,168.820755862,47,website,2132,Other,16,6,4,False
6,Columbus,88.7892911654,43,email,9268,Windows,22,6,0,False
7,Seattle,89.9646310375,52,email,7212,Windows,12,6,1,False
